2005-09-17, Northwestern St,244,48,184,28,15,16,124,5,1,13,12,6,2,1,1810,28, LA-Lafayette,322,42,222,28,18,5,55,1,2,11,10,6,0,0,1792,49
2005-09-17, Oregon State,42,35,377,59,33,11,77,2,1,2,21,9,3,2,2364,27, Louisville,125,25,428,25,21,7,64,0,1,7,4,1,0,0,1236,63
2005-09-17, Ohio,87,32,102,23,10,2,20,1,2,6,13,2,0,0,1600,0, VT,218,53,257,19,14,3,20,0,0,12,15,9,1,0,2000,45
2005-09-17, Tennessee,66,25,147,35,16,4,20,1,0,6,13,3,3,0,1530,7, Florida,68,37,179,26,17,10,63,0,0,5,18,8,2,0,2070,16
2005-09-17, Illinois,109,43,228,37,21,5,30,0,0,6,20,9,1,1,2085,20, Cal,294,35,121,18,8,7,57,0,0,12,11,6,0,0,1515,35
2005-09-17, Rice,110,46,99,15,4,7,49,2,0,6,15,4,2,0,1763,10, Texas,361,47,122,18,11,10,87,0,1,18,12,5,0,0,1837,51
2005-09-17, Miami (FL),195,52,152,26,16,14,117,1,0,10,16,6,0,0,1903,36, Clemson,90,22,288,55,31,2,15,0,1,5,17,3,3,3,1697,30
2005-09-17, Jacksonville St,113,33,259,29,21,1,2,1,0,6,14,7,1,1,1761,28, UAB,151,40,231,24,16,4,40,0,0,9,11,5,1,1,1839,35
2005-09-17, UNLV,205,34,58,26,7,7,44,2,1,8,13,3,3,2,1431,14, Nevada,131,49,265,33,21,5,54,2,0,8,16,7,0,0,2169,22
2005-09-17, Miss St,117,30,108,26,13,6,59,1,1,4,15,5,0,0,1434,21, Tulane,87,35,206,48,27,10,75,2,0,7,21,7,3,3,2166,14
2005-09-17, ECU,118,26,292,45,20,8,59,0,0,6,15,3,2,1,1500,34, Wake Forest,407,65,69,17,10,8,77,0,1,19,18,8,1,1,2100,44
2005-09-17, New Mexico St,98,34,263,32,14,3,25,0,3,6,13,2,6,3,1496,21, New Mexico,314,52,170,22,14,9,59,0,1,15,13,6,2,1,2104,38
2005-09-17, UC Davis,110,46,251,44,23,4,28,3,0,7,22,12,2,1,2143,20, Stanford,74,30,118,21,8,0,0,3,1,3,12,3,0,0,1457,17
2005-09-17, Oklahoma,157,45,241,29,20,7,55,3,0,10,15,4,3,2,1822,24, UCLA,83,30,314,38,28,8,70,0,0,3,12,4,0,0,1778,41
2005-09-17, Chattanooga,227,43,105,21,11,7,51,1,2,11,10,3,1,0,1803,14, Memphis,398,54,194,23,17,8,58,0,0,22,14,9,1,1,1797,59
2005-09-17, E Michigan,15,24,119,30,15,1,10,0,1,3,12,2,1,0,1420,0, Michigan,232,56,233,28,20,4,20,0,0,16,14,10,0,0,2180,55
2005-09-17, UCF,45,20,208,40,19,10,69,1,0,2,12,1,3,1,1215,14, USF,326,66,100,17,11,5,40,0,0,19,15,7,1,0,2385,31
